Release Date,Date Added,#P,Active Params,Total Params,Model,Link,UGI 🏆,W/10 👍,I/10 💡,Unruly,Internet,Stats,Writing,PolContro,Reg+MyScore 🏆,Reg+Int 🏆,MyScore 🏆,ASSS⬇️,SMOG⬆️,Yule⬇️,Score 🏆,Dif,Cor,Std,Foundation
5/17/2024,,70,70.0,70.0,abacusai/Smaug-Llama-3-70B-Instruct,https://huggingface.co/abacusai/Smaug-Llama-3-70B-Instruct,33.13,0.681818182,4.511111111,45.8,49.0,28.9,13.3,28.7,0.157,0.348,0.10,6.84,8.58,1.87,0.226,1.80,0.11,0.91,0
7/30/2024,8/1/2024,21,21.0,21.0,TheSkullery/DA-NeMona-21B,https://huggingface.co/mradermacher/DA-NeMona-21B-GGUF,33.06,9.090909091,1.558524901,45.0,0.0,31.8,49.1,39.3,0.177,0.187,0.10,3.99,6.89,1.99,0.106,2.40,0.00,1.31,0
8/9/2024,9/7/2024,8,8.0,8.0,Orenguteng/Llama-3.1-8B-Lexi-Uncensored-V2,https://huggingface.co/Orenguteng/Llama-3.1-8B-Lexi-Uncensored-V2,32.93,7.272727273,2.019885044,50.0,18.6,32.6,37.2,26.3,0.081,0.153,0.05,7.71,8.48,1.86,0.103,2.73,0.20,0.94,0
7/29/2024,9/15/2024,70,70.0,70.0,VAGOsolutions/Llama-3.1-SauerkrautLM-70b-Instruct,https://huggingface.co/VAGOsolutions/Llama-3.1-SauerkrautLM-70b-Instruct,32.87,2.727272727,5.128603065,15.0,44.2,35.8,40.6,28.7,0.286,0.426,0.25,6.36,8.46,1.64,0.241,1.73,0.23,0.62,0
7/17/2024,7/24/2024,9,9.0,9.0,TheDrummer/Gemmasutra-9B-v1,https://huggingface.co/TheDrummer/Gemmasutra-9B-v1,32.81,7.272727273,1.741414024,61.7,5.0,36.7,54.7,6.0,0.269,0.219,0.25,6.54,6.88,1.53,0.101,1.93,-0.02,0.57,0
8/25/2024,8/26/2024,34,34.0,34.0,anthracite-org/magnum-v3-34b,https://huggingface.co/anthracite-org/magnum-v3-34b,32.67,6.909090909,1.817921745,56.7,23.9,25.6,45.1,12.0,0.248,0.263,0.25,6.76,7.31,1.46,0.000,NA,NA,NA,0
8/8/2024,8/20/2024,9,9.0,9.0,wzhouad/gemma-2-9b-it-WPO-HB,https://huggingface.co/wzhouad/gemma-2-9b-it-WPO-HB,32.56,5.227272727,1.605742146,70.8,20.0,30.9,38.1,3.0,0.120,0.178,0.10,8.07,11.67,1.79,0.073,2.47,-0.04,0.89,0
9/13/2024,9/14/2024,27,27.0,27.0,anthracite-org/magnum-v3-27b-kto,https://huggingface.co/anthracite-org/magnum-v3-27b-kto,32.53,5.454545455,2.413846932,53.3,11.0,22.7,38.0,37.7,0.120,0.145,0.10,8.35,7.91,1.38,0.134,2.27,0.00,1.55,0
8/30/2024,9/5/2024,12,12.0,12.0,ParasiticRogue/Instant-RP-Noodles-12B-v1.2,https://huggingface.co/ParasiticRogue/Instant-RP-Noodles-12B-v1.2,32.53,6.363636364,2.006810634,50.8,16.5,37.1,43.9,14.3,0.191,0.274,0.10,6.41,6.93,1.54,0.117,2.47,0.08,1.25,0
9/12/2024,9/14/2024,12,12.0,12.0,nbeerbower/Lyra4-Gutenberg-12B,https://huggingface.co/nbeerbower/Lyra4-Gutenberg-12B,32.43,8.181818182,0.891858234,38.3,16.5,18.2,43.2,46.0,0.229,0.238,0.20,7.50,7.79,1.58,0.102,2.47,0.02,1.31,0
8/6/2024,8/16/2024,,NA,NA,gpt-4o-2024-08-06,,32.30,0.909090909,6.433333333,16.7,50.3,53.8,10.7,30.0,0.242,0.549,0.20,5.91,9.03,1.75,0.760,1.27,0.54,1.08,0
8/23/2024,8/23/2024,21,21.0,21.0,BeaverAI/Theia-21B-v2b,https://huggingface.co/BeaverAI/Theia-21B-v2b-GGUF,32.27,8.181818182,1.225191567,40.0,10.3,31.9,39.2,40.0,0.228,0.220,0.20,6.30,8.13,1.51,0.249,2.20,0.24,1.59,0
8/3/2024,8/13/2024,12,12.0,12.0,anthracite-org/magnum-12b-v2,https://huggingface.co/anthracite-org/magnum-12b-v2,32.22,7.272727273,2.153218377,25.8,5.9,25.7,43.3,60.3,0.185,0.228,0.15,6.91,7.57,1.50,0.117,2.47,0.08,1.25,0
11/13/2023,7/31/2024,34,34.0,34.0,NousResearch/Nous-Capybara-34B,https://huggingface.co/NousResearch/Nous-Capybara-34B,32.06,6.363636364,1.669636012,62.5,22.5,24.2,39.1,12.0,0.151,0.260,0.05,10.30,9.81,1.34,0.000,2.20,NA,0.00,0
4/30/2024,,8,8.0,8.0,NousResearch/Hermes-2-Pro-Llama-3-8B,https://huggingface.co/NousResearch/Hermes-2-Pro-Llama-3-8B,31.79,6.363636364,1.233474796,29.2,32.5,16.5,41.4,39.3,0.082,0.213,0.00,11.21,10.02,1.72,0.037,2.73,-0.25,1.45,0
9/23/2023,,20,20.0,20.0,Undi95/MXLewd-L2-20B,https://huggingface.co/Undi95/MXLewd-L2-20B,31.64,7.272727273,2.397395849,30.8,3.4,44.9,36.1,43.0,0.101,0.085,0.10,5.14,6.36,1.91,0.028,2.80,-0.23,0.94,0
3/29/2024,9/10/2024,7,7.0,7.0,dreamgen/opus-v1.2-7b,https://huggingface.co/dreamgen/opus-v1.2-7b,31.60,7.454545455,2.058524901,49.2,10.0,33.3,29.2,36.3,0.104,0.159,0.05,8.47,6.33,2.01,0.108,2.67,0.19,0.93,0
7/18/2024,7/24/2024,236,236.0,236.0,deepseek-ai/DeepSeek-V2-Chat-0628,https://huggingface.co/deepseek-ai/DeepSeek-V2-Chat-0628,31.60,3.636363636,4.031201294,44.2,39.1,31.6,22.7,20.3,0.150,0.265,0.15,6.79,8.84,1.69,0.041,2.20,-0.32,0.79,1
5/23/2024,,35,35.0,35.0,CohereForAI/aya-23-35B,https://huggingface.co/CohereForAI/aya-23-35B,31.52,7.272727273,2.539803622,43.3,19.5,30.6,46.1,18.0,0.087,0.105,0.10,9.06,10.77,1.63,0.000,2.20,NA,0.00,1
9/7/2024,9/8/2024,9,9.0,9.0,anthracite-org/magnum-v3-9b-customgemma2,https://huggingface.co/anthracite-org/magnum-v3-9b-customgemma2,31.43,7.727272727,1.732178546,39.2,5.3,32.0,46.0,34.7,0.129,0.159,0.05,9.60,7.68,1.27,0.057,2.53,-0.04,0.75,0
9/25/2024,9/28/2024,8,8.0,8.0,DreadPoor/Aurora_faustus-8B-LINEAR,https://huggingface.co/DreadPoor/Aurora_faustus-8B-LINEAR,31.37,4.545454545,3.344036228,39.2,25.6,17.5,42.3,32.3,0.187,0.287,0.10,7.80,8.10,1.34,0.075,2.60,0.04,0.88,0
6/19/2024,,8,8.0,8.0,v000000/L3-8B-UGI-DontPlanToEnd-test,https://huggingface.co/v000000/L3-8B-UGI-DontPlanToEnd-test,31.30,7.272727273,2.239714176,21.7,15.3,36.9,39.7,43.0,0.137,0.179,0.10,8.36,10.19,1.49,0.075,2.60,0.04,0.88,0
7/5/2024,8/5/2024,9,9.0,9.0,TheDrummer/Smegmma-Deluxe-9B-v1,https://huggingface.co/TheDrummer/Smegmma-Deluxe-9B-v1,31.21,6.363636364,2.475645738,56.7,15.0,43.3,35.1,6.0,0.210,0.249,0.15,7.32,7.12,1.64,0.132,2.33,0.08,1.09,0
8/6/2024,9/13/2024,12,12.0,12.0,inflatebot/guns-and-roses-r1,https://huggingface.co/inflatebot/guns-and-roses-r1,31.13,6.636363636,1.664062515,29.2,13.0,22.2,39.3,52.0,0.129,0.205,0.10,6.68,7.05,1.65,0.121,2.60,0.11,2.29,0
7/23/2024,7/29/2024,405,405.0,405.0,meta-llama/Meta-Llama-3.1-405B-Instruct,https://huggingface.co/meta-llama/Meta-Llama-3.1-405B-Instruct,31.06,0,4.866666667,10.0,31.0,34.8,16.5,63.0,0.163,0.338,0.15,8.49,9.40,1.57,0.390,1.60,0.27,0.97,1
7/18/2024,7/24/2024,12,12.0,12.0,mistralai/Mistral-Nemo-Base-2407,https://huggingface.co/mistralai/Mistral-Nemo-Base-2407,30.89,8.181818182,2.214080456,40.0,7.9,22.5,30.3,53.7,0.032,0.142,0.00,14.56,6.26,2.96,0.132,2.47,0.17,2.38,1
7/30/2024,8/1/2024,21,21.0,21.0,TheSkullery/MS-NeMona-21B,https://huggingface.co/mradermacher/MS-NeMona-21B-GGUF,30.81,6.363636364,2.564062515,45.8,5.0,45.0,37.2,21.0,0.177,0.165,0.20,7.23,6.69,1.89,0.176,2.27,0.15,1.31,0
5/27/2024,,8,8.0,8.0,mlabonne/NeuralDaredevil-8B-abliterated,https://huggingface.co/mlabonne/NeuralDaredevil-8B-abliterated,30.73,6.363636364,2.56680813,30.0,15.0,39.1,41.8,27.7,0.142,0.217,0.10,8.09,8.76,1.89,0.198,2.27,0.40,0.60,0
11/5/2023,,120,120.0,120.0,alpindale/goliath-120b,https://huggingface.co/alpindale/goliath-120b,30.72,5.090909091,1.822408813,27.5,20.8,32.4,33.5,39.5,0.280,0.362,0.15,6.57,7.66,1.64,0.127,2.53,0.21,0.88,0
12/11/2023,,8x7B,12.9,46.7,mistralai/Mixtral-8x7B-Instruct-v0.1,https://huggingface.co/mistralai/Mixtral-8x7B-Instruct-v0.1,30.70,0.909090909,4.222222222,38.3,50.0,25.4,13.4,26.3,0.311,0.373,0.40,9.05,8.05,1.49,0.022,2.80,-0.26,0.81,1
3/12/2024,,70,70.0,70.0,sophosympatheia/Midnight-Miqu-70B-v1.5,https://huggingface.co/sophosympatheia/Midnight-Miqu-70B-v1.5,30.46,3.636363636,4.163560137,37.5,21.9,31.6,32.6,28.7,0.228,0.283,0.20,7.06,9.07,1.54,0.097,2.13,-0.04,0.80,0
4/19/2024,,70,70.0,70.0,Dogge/llama-3-70B-instruct-uncensored,https://huggingface.co/Dogge/llama-3-70B-instruct-uncensored,30.32,0,4.444444444,32.5,35.5,30.8,21.1,31.7,0.228,0.321,0.25,6.69,7.41,1.36,0.088,2.40,0.10,0.65,0
8/16/2024,8/16/2024,8,8.0,8.0,SicariusSicariiStuff/Dusk_Rainbow,https://huggingface.co/SicariusSicariiStuff/Dusk_Rainbow,30.27,9.090909091,1.364329488,35.0,6.6,32.0,38.4,39.3,0.186,0.162,0.20,10.17,8.52,1.64,0.081,2.73,0.09,1.01,0
7/27/2024,8/5/2024,32,32.0,32.0,anthracite-org/magnum-32b-v1,https://huggingface.co/anthracite-org/magnum-32b-v1,30.20,1.818181818,3.773136955,31.7,32.0,39.0,24.4,24.0,0.144,0.301,0.05,8.27,9.18,1.45,0.168,2.47,0.24,1.15,0
7/24/2024,7/29/2024,12,12.0,12.0,intervitens/mini-magnum-12b-v1.1,https://huggingface.co/intervitens/mini-magnum-12b-v1.1,30.04,4.545454545,2.895699522,23.3,11.3,21.5,40.5,53.7,0.306,0.297,0.25,6.07,7.48,1.56,0.066,2.60,-0.08,1.25,0
2/6/2024,,11,11.0,11.0,Sao10K/Fimbulvetr-11B-v2,https://huggingface.co/Sao10K/Fimbulvetr-11B-v2,29.81,7.272727273,2.786284737,38.3,10.0,50.0,34.0,16.7,0.173,0.131,0.15,11.63,7.68,2.12,0.000,NA,NA,NA,0
3/11/2024,,35,35.0,35.0,CohereForAI/c4ai-command-r-v01,https://huggingface.co/CohereForAI/c4ai-command-r-v01,29.64,8.181818182,1.861888012,37.5,11.2,26.4,45.1,28.0,0.118,0.136,0.10,9.03,10.05,1.46,0.031,2.47,-0.41,1.51,1
7/27/2024,7/31/2024,8,8.0,8.0,NeverSleep/Lumimaid-v0.2-8B,https://huggingface.co/NeverSleep/Lumimaid-v0.2-8B,29.62,7.272727273,1.944934568,43.3,15.5,7.3,37.3,44.7,0.083,0.169,0.00,7.95,7.91,1.75,0.040,2.80,-0.20,1.40,0
7/27/2024,7/29/2024,12,12.0,12.0,BeaverAI/NeMoistral-12B-v1a,https://huggingface.co/BeaverAI/NeMoistral-12B-v1a-GGUF,29.58,7.727272727,1.451255078,40.0,6.8,26.1,37.5,37.4,0.108,0.184,0.05,8.32,8.05,1.54,0.077,2.60,-0.01,2.28,0
10/27/2023,,13,13.0,13.0,NeverSleep/Echidna-13b-v0.3,https://huggingface.co/NeverSleep/Echidna-13b-v0.3,29.55,6.363636364,1.379896728,56.7,10.0,33.6,31.9,15.7,0.058,0.120,0.05,16.43,8.02,1.19,0.000,NA,NA,NA,0
10/12/2024,10/13/2024,8,8.0,8.0,SicariusSicariiStuff/LLAMA-3_8B_Unaligned_BETA,https://huggingface.co/SicariusSicariiStuff/LLAMA-3_8B_Unaligned_BETA,29.52,8.181818182,1.586418992,48.3,5.0,27.4,50.2,16.7,0.138,0.162,0.05,6.30,8.90,1.66,0.096,2.67,0.14,0.95,0
9/9/2024,9/9/2024,27,27.0,27.0,nbeerbower/gemma2-gutenberg-27B,https://huggingface.co/nbeerbower/gemma2-gutenberg-27B,29.51,2.727272727,2.888888889,26.7,46.9,1.2,46.5,26.3,0.362,0.478,0.30,5.00,7.96,1.62,0.046,2.67,-0.13,0.98,0
1/11/2024,,8x7B,12.9,46.7,NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,https://huggingface.co/NousResearch/Nous-Hermes-2-Mixtral-8x7B-DPO,29.43,4.545454545,3.131201294,22.5,16.5,35.1,38.8,34.3,0.126,0.204,0.05,8.97,9.39,1.30,0.035,2.20,-0.20,0.44,0
6/10/2024,,8,8.0,8.0,Nitral-AI/Hathor_Stable-v0.2-L3-8B,https://huggingface.co/Nitral-AI/Hathor_Stable-v0.2-L3-8B,29.40,7.272727273,1.36419677,10.0,20.5,31.6,38.3,46.7,0.090,0.159,0.05,9.31,8.20,1.75,0.063,2.67,0.00,0.88,0
6/21/2024,,8,8.0,8.0,crestf411/L3-8B-sunfall-v0.4-stheno-v3.2,https://huggingface.co/crestf411/L3-8B-sunfall-v0.4-stheno-v3.2,29.34,7.272727273,0.898845213,30.0,15.0,35.1,41.5,25.0,0.194,0.196,0.15,7.05,8.21,1.39,0.063,2.67,0.00,0.88,0
9/9/2024,9/18/2024,8,8.0,8.0,DreadPoor/Heart_Stolen-8B-Model_Stock,https://huggingface.co/DreadPoor/Heart_Stolen-8B-Model_Stock,29.18,5,2.753423516,50.0,10.0,20.6,39.0,26.3,0.156,0.169,0.10,7.67,7.93,1.35,0.000,NA,NA,NA,0
9/16/2024,9/18/2024,8,8.0,8.0,DreadPoor/Aspire-8B-model_stock,https://huggingface.co/DreadPoor/Aspire-8B-model_stock,29.17,5.454545455,3.386756849,30.8,21.5,28.2,45.7,19.7,0.224,0.244,0.15,6.62,7.70,1.54,0.103,2.47,0.05,1.06,0
8/15/2024,9/2/2024,8,8.0,8.0,vicgalle/Roleplay-Hermes-3-Llama-3.1-8B,https://huggingface.co/vicgalle/Roleplay-Hermes-3-Llama-3.1-8B,29.15,8.181818182,1.108641214,35.8,22.0,16.6,43.3,28.0,0.089,0.173,0.05,12.23,8.94,1.43,0.041,2.60,-0.15,0.81,0
6/24/2024,7/24/2024,7,7.0,7.0,Weyaxi/Einstein-v7-Qwen2-7B,https://huggingface.co/Weyaxi/Einstein-v7-Qwen2-7B,29.06,8.181818182,0.00850696,40.0,15.4,16.2,35.3,38.3,0.031,0.101,0.00,17.09,7.55,1.84,0.024,2.53,-0.25,0.57,0
8/9/2024,8/18/2024,12,12.0,12.0,GalrionSoftworks/Pleiades-12B-v1,https://huggingface.co/GalrionSoftworks/Pleiades-12B-v1,28.92,7.272727273,0.897395849,53.3,0.0,7.3,38.0,46.0,0.173,0.146,0.15,7.04,8.84,1.40,0.041,2.80,-0.18,1.42,0
7/2/2024,,8,8.0,8.0,HiroseKoichi/L3-8B-Lunar-Stheno,https://huggingface.co/HiroseKoichi/L3-8B-Lunar-Stheno,28.89,8.181818182,0.808641214,30.0,20.6,22.0,40.1,31.7,0.136,0.204,0.05,8.18,8.84,1.39,0.056,2.80,0.06,0.77,0
9/16/2024,9/22/2024,72,72.0,72.0,Qwen/Qwen2.5-72B-Instruct,https://huggingface.co/Qwen/Qwen2.5-72B-Instruct,28.85,2,3.953371975,23.3,27.7,29.3,38.9,25.0,0.237,0.291,0.15,7.33,8.56,1.63,0.178,1.80,-0.05,1.06,1
8/19/2024,9/1/2024,12,12.0,12.0,Gryphe/Pantheon-RP-1.6-12b-Nemo,https://huggingface.co/Gryphe/Pantheon-RP-1.6-12b-Nemo,28.60,7.727272727,1.58743457,38.3,6.0,36.2,35.2,27.3,0.021,0.097,0.00,7.23,7.28,1.90,0.105,2.73,0.12,1.54,0
8/13/2024,8/26/2024,27,27.0,27.0,AALF/gemma-2-27b-it-SimPO-37K,https://huggingface.co/AALF/gemma-2-27b-it-SimPO-37K,28.46,2.045454545,3.573047509,26.7,41.9,23.2,33.2,17.3,0.113,0.322,0.00,5.17,11.44,1.81,0.127,2.40,0.16,0.85,0
8/30/2024,9/1/2024,15,15.0,15.0,Darkknight535/OpenCrystal-15B-L3-v2,https://huggingface.co/Darkknight535/OpenCrystal-15B-L3-v2,28.39,7.272727273,1.232178546,25.8,10.3,36.6,30.9,38.3,0.254,0.164,0.30,8.84,10.55,1.38,0.063,2.67,0.00,0.88,0
10/2/2024,10/10/2024,12,12.0,12.0,ProdeusUnity/Stellar-Odyssey-12b-v0.0,https://huggingface.co/ProdeusUnity/Stellar-Odyssey-12b-v0.0,28.37,8.181818182,0.994631035,43.3,0.6,17.5,41.1,39.3,0.120,0.115,0.15,9.37,6.59,1.87,0.075,2.73,0.00,1.31,0
5/17/2024,,8,8.0,8.0,migtissera/Llama-3-8B-Synthia-v3.5,https://huggingface.co/migtissera/Llama-3-8B-Synthia-v3.5,28.36,6.818181818,1.586418992,13.3,14.9,25.4,33.8,54.3,0.152,0.155,0.15,8.47,8.13,1.64,0.017,3.27,-0.29,1.54,0
8/13/2024,8/15/2024,12,12.0,12.0,migtissera/Tess-3-Mistral-Nemo-12B,https://huggingface.co/migtissera/Tess-3-Mistral-Nemo-12B,28.35,7.272727273,1.286284737,25.8,5.0,15.6,43.9,51.3,0.021,0.067,0.00,13.91,7.09,2.58,0.000,NA,NA,NA,0
2/2/2024,,70,70.0,70.0,alchemonaut/BoreanGale-70B,https://huggingface.co/alchemonaut/BoreanGale-70B,28.30,0.909090909,4.236069154,18.3,40.6,27.7,33.9,21.0,0.167,0.321,0.10,7.38,8.03,1.35,0.224,1.93,0.12,1.44,0
8/4/2024,9/13/2024,8,8.0,8.0,inflatebot/L3-8B-Helium3,https://huggingface.co/inflatebot/L3-8B-Helium3,28.26,6.590909091,1.883519924,17.5,28.4,22.3,31.5,41.7,0.093,0.187,0.00,9.30,8.34,1.49,0.065,2.67,-0.04,1.09,0
8/27/2024,8/29/2024,12,12.0,12.0,Sao10K/MN-12B-Lyra-v3,https://huggingface.co/Sao10K/MN-12B-Lyra-v3,28.26,4.545454545,1.451255078,65.0,11.0,18.9,27.0,19.3,0.120,0.152,0.10,8.09,8.55,1.32,0.107,2.53,0.07,1.30,0
2/4/2024,,120,120.0,120.0,wolfram/miqu-1-120b,https://huggingface.co/wolfram/miqu-1-120b,28.26,2.727272727,2.066666667,44.2,16.4,33.3,28.8,18.7,0.295,0.290,0.30,6.46,8.04,1.35,0.053,2.80,-0.05,1.07,0
6/7/2024,,8,8.0,8.0,ChaoticNeutrals/Hathor_RP-v.01-L3-8B,https://huggingface.co/ChaoticNeutrals/Hathor_RP-v.01-L3-8B,28.22,6.363636364,1.954400768,10.0,17.9,27.2,43.0,43.0,0.156,0.229,0.00,6.78,7.41,1.76,0.063,2.67,0.00,0.88,0
8/3/2024,8/15/2024,8,8.0,8.0,Sao10K/L3.1-8B-Niitama-v1.1,https://huggingface.co/Sao10K/L3.1-8B-Niitama-v1.1,28.16,6.363636364,1.430863436,35.8,19.5,14.2,38.0,33.3,0.082,0.130,0.05,8.66,10.03,1.69,0.116,2.60,0.23,0.79,0
5/9/2024,8/10/2024,11,11.0,11.0,TheDrummer/Moistral-11B-v4,https://huggingface.co/TheDrummer/Moistral-11B-v4,28.13,8.181818182,1.389379013,10.0,0.0,35.2,46.4,49.0,0.085,0.125,0.05,10.55,7.33,2.00,0.065,2.67,-0.04,1.09,0
4/20/2024,7/25/2024,8,8.0,8.0,Undi95/Llama-3-Unholy-8B,https://huggingface.co/Undi95/Llama-3-Unholy-8B,28.08,8.727272727,1.406380842,30.0,10.3,31.9,34.9,33.3,0.117,0.130,0.10,9.09,9.21,1.46,0.075,2.00,0.00,0.40,0
6/21/2024,,8,8.0,8.0,tannedbum/L3-Nymeria-Maid-8B,https://huggingface.co/tannedbum/L3-Nymeria-Maid-8B,28.06,6.363636364,1.697530103,29.2,13.3,34.9,29.6,33.3,0.146,0.144,0.10,8.03,9.90,1.61,0.086,2.60,0.09,0.88,0
6/21/2024,,8,8.0,8.0,Nitral-Archive/Hathor_Unstable-L3-8B-v0.3,https://huggingface.co/Nitral-Archive/Hathor_Unstable-L3-8B-v0.3,28.06,7.272727273,1.674671249,13.3,15.5,32.4,42.7,36.3,0.183,0.228,0.10,7.72,9.59,1.13,0.094,2.60,0.12,0.88,0
5/26/2024,10/2/2024,8,8.0,8.0,mlabonne/Daredevil-8B-abliterated,https://huggingface.co/mlabonne/Daredevil-8B-abliterated,28.02,5.454545455,2.36419677,30.0,27.3,27.1,28.0,27.7,0.108,0.176,0.10,9.77,8.45,1.69,0.059,2.67,0.01,0.77,0
9/13/2024,9/28/2024,8,8.0,8.0,Nekochu/Luminia-8B-RP,https://huggingface.co/Nekochu/Luminia-8B-RP,27.96,7.272727273,0.95604568,40.8,11.6,26.6,27.4,33.3,0.086,0.150,0.00,5.88,6.80,1.77,0.064,2.73,-0.04,1.26,0
8/23/2024,9/6/2024,8,8.0,8.0,v000000/Llama-3.1-8B-Stheno-v3.4-abliterated,https://huggingface.co/v000000/Llama-3.1-8B-Stheno-v3.4-abliterated,27.95,6.363636364,1.495359177,37.5,17.9,22.4,38.6,23.3,0.125,0.162,0.05,6.60,7.03,1.71,0.071,2.60,0.00,0.97,0
5/27/2024,,146,146.0,146.0,softwareweaver/Twilight-Miqu-146B,https://huggingface.co/softwareweaver/Twilight-Miqu-146B,27.95,5.454545455,1.988888889,35.8,6.5,36.2,40.2,21.0,0.279,0.231,0.25,6.45,8.55,1.55,0.082,2.93,0.15,1.10,0
4/23/2024,9/7/2024,8,8.0,8.0,Orenguteng/Llama-3-8B-Lexi-Uncensored,https://huggingface.co/Orenguteng/Llama-3-8B-Lexi-Uncensored,27.83,10,0.000490124,25.0,15.0,26.3,47.9,25.0,0.172,0.172,0.15,8.80,8.46,1.60,0.051,2.93,0.07,0.81,0
10/29/2023,,7,7.0,7.0,maywell/Synatra-7B-v0.3-RP,https://huggingface.co/maywell/Synatra-7B-v0.3-RP,27.82,8.181818182,1.225191567,18.3,0.0,40.0,40.8,40.0,0.019,0.019,0.00,4.85,8.96,1.36,0.000,NA,NA,NA,0
1/1/2024,8/15/2024,8x7B,12.9,46.7,cognitivecomputations/dolphin-2.7-mixtral-8x7b,https://huggingface.co/cognitivecomputations/dolphin-2.7-mixtral-8x7b,27.45,7.272727273,2.2734773,30.0,9.0,43.6,40.4,14.3,0.179,0.230,0.05,8.97,8.22,1.39,0.000,2.20,NA,0.00,0
6/14/2024,,8,8.0,8.0,Casual-Autopsy/L3-Umbral-Mind-RP-v0.3-8B,https://huggingface.co/Casual-Autopsy/L3-Umbral-Mind-RP-v0.3-8B,27.45,5.454545455,1.797662822,17.5,28.4,18.4,30.0,43.0,0.176,0.237,0.10,7.68,9.08,1.53,0.086,2.60,0.09,0.88,0
1/12/2024,,30,30.0,30.0,SicariusSicariiStuff/Tenebra_30B_Alpha01_FP16,https://huggingface.co/SicariusSicariiStuff/Tenebra_30B_Alpha01_FP16,27.36,8.181818182,1.002969345,45.0,0.0,35.0,25.8,31.0,0.020,0.045,0.00,15.33,6.08,2.85,0.000,NA,NA,NA,0
8/30/2024,9/1/2024,35,35.0,35.0,CohereForAI/c4ai-command-r-08-2024,https://huggingface.co/CohereForAI/c4ai-command-r-08-2024,27.27,5.454545455,2.719885044,39.2,13.6,24.3,36.6,22.7,0.067,0.152,0.05,10.69,10.28,1.37,0.149,1.80,-0.03,0.77,1
6/20/2024,,8,8.0,8.0,ChaoticNeutrals/Domain-Fusion-L3-8B,https://huggingface.co/ChaoticNeutrals/Domain-Fusion-L3-8B,27.23,7.272727273,2.06680813,10.0,15.0,22.2,52.6,36.3,0.163,0.202,0.10,5.58,7.47,1.70,0.063,2.67,0.00,0.88,0
1/9/2024,,8x7B,12.9,46.7,NeverSleep/Noromaid-v0.4-Mixtral-Instruct-8x7b-Zloss,https://huggingface.co/NeverSleep/Noromaid-v0.4-Mixtral-Instruct-8x7b-Zloss,27.11,3.636363636,3.288888889,31.7,26.0,31.6,26.0,20.3,0.074,0.209,0.05,10.16,7.72,2.31,0.038,2.73,-0.18,1.02,0
10/3/2023,,70,70.0,70.0,lizpreciatior/lzlv_70b_fp16_hf,https://huggingface.co/lizpreciatior/lzlv_70b_fp16_hf,27.09,4.545454545,2.439075479,49.2,20.0,25.6,22.0,18.7,0.018,0.135,0.00,13.57,6.74,1.83,0.000,NA,NA,NA,0
6/26/2024,,8,8.0,8.0,Sao10K/L3-8B-Lunaris-v1,https://huggingface.co/Sao10K/L3-8B-Lunaris-v1,27.01,7.272727273,0.952449026,17.5,20.6,22.9,42.4,31.7,0.274,0.222,0.30,8.34,9.81,1.39,0.091,2.60,0.11,0.88,0
6/20/2024,,8,8.0,8.0,aifeifei798/llama3-8B-DarkIdol-1.1,https://huggingface.co/aifeifei798/llama3-8B-DarkIdol-1.1,26.98,7.272727273,1.739714176,38.3,10.3,22.6,24.3,39.3,0.103,0.166,0.05,7.51,6.27,1.72,0.079,2.47,0.06,0.72,0
8/6/2024,8/20/2024,12,12.0,12.0,aetherwiing/MN-12B-Starcannon-v3,https://huggingface.co/mradermacher/MN-12B-Starcannon-v3-GGUF,26.84,6.727272727,1.462366189,40.0,0.0,10.6,43.4,40.2,0.155,0.176,0.10,8.59,8.02,1.47,0.175,2.53,0.25,1.35,0
6/7/2024,,8,8.0,8.0,jeiku/Average_Normie_v3.69_8B,https://huggingface.co/jeiku/Average_Normie_v3.69_8B,26.83,6.363636364,1.508004582,23.3,10.0,30.1,37.4,33.3,0.124,0.189,0.00,9.11,8.37,1.92,0.094,2.60,0.12,0.88,0
7/24/2024,7/29/2024,8,8.0,8.0,HiroseKoichi/Llama-3-8B-Stroganoff-2.0,https://huggingface.co/HiroseKoichi/Llama-3-8B-Stroganoff-2.0,26.77,6.363636364,1.46419677,13.3,24.7,21.7,40.8,33.3,0.178,0.207,0.10,7.30,7.26,1.44,0.043,2.07,-0.20,0.44,0
6/1/2024,,8,8.0,8.0,ChaoticNeutrals/Poppy_Porpoise-1.4-L3-8B,https://huggingface.co/ChaoticNeutrals/Poppy_Porpoise-1.4-L3-8B,26.72,6.363636364,1.494631035,30.8,10.0,29.3,27.1,36.3,0.145,0.118,0.20,9.76,8.26,1.92,0.063,2.67,0.00,0.88,0
9/16/2024,9/28/2024,12,12.0,12.0,inflatebot/MN-12B-Mag-Mell-R1,https://huggingface.co/inflatebot/MN-12B-Mag-Mell-R1,26.66,6.363636364,1.002969345,35.8,5.0,32.1,29.4,31.0,0.258,0.221,0.25,4.88,8.05,1.64,0.174,2.13,0.09,1.26,0
11/26/2023,9/4/2024,7,7.0,7.0,maywell/PiVoT-0.1-Evil-a,https://huggingface.co/maywell/PiVoT-0.1-Evil-a,26.66,8.181818182,0.550914733,48.3,0.4,34.5,47.0,3.0,0.111,0.096,0.10,9.59,9.30,1.52,0.038,2.47,-0.27,0.95,0
