Release Date,Date Added,#P,Active Params,Total Params,Model,Link,UGI 🏆,W/10 👍,I/10 💡,Unruly,Internet,Stats,Writing,PolContro,Reg+MyScore 🏆,Reg+Int 🏆,MyScore 🏆,ASSS⬇️,SMOG⬆️,Yule⬇️,Score 🏆,Dif,Cor,Std,Foundation
3/3/2024,,7,7.0,7.0,localfultonextractor/Erosumika-7B,https://huggingface.co/Lewdiculous/Erosumika-7B-GGUF-IQ-Imatrix,14.17,3.636363636,0.475307881,15.0,7.5,16.3,29.1,3.0,0.109,0.143,0.05,8.13,9.06,1.79,0.027,3.00,-0.14,0.85,0
6/29/2024,,9,9.0,9.0,UCLA-AGI/Gemma-2-9B-It-SPPO-Iter3,https://huggingface.co/UCLA-AGI/Gemma-2-9B-It-SPPO-Iter3,13.93,0.909090909,0.5,32.5,10.0,3.7,20.4,3.0,0.236,0.290,0.10,5.61,9.36,1.97,0.149,1.87,-0.04,0.89,0
10/20/2023,7/31/2024,3,3.0,3.0,NousResearch/Nous-Capybara-3B-V1.9,https://huggingface.co/NousResearch/Nous-Capybara-3B-V1.9,13.73,3.636363636,0.889379013,5.0,0.0,20.2,22.4,21.0,0.085,0.116,0.05,8.30,8.12,1.61,0.184,1.93,0.15,0.77,0
10/29/2023,7/25/2024,7,7.0,7.0,teknium/OpenHermes-2.5-Mistral-7B,https://huggingface.co/teknium/OpenHermes-2.5-Mistral-7B,13.53,3.636363636,0.198545682,18.3,0.0,0.0,46.3,3.0,0.048,0.078,0.00,10.73,8.45,1.98,0.000,NA,NA,NA,0
11/6/2023,,,NA,NA,gpt-4-1106-preview,,13.43,0,1.4,0.0,46.0,6.8,14.4,0.0,0.459,0.472,0.45,5.40,9.67,1.52,0.271,2.02,0.22,1.33,0
5/4/2024,,6.74,6.7,6.7,yukiarimo/yuna-ai-v3,https://huggingface.co/yukiarimo/yuna-ai-v3,13.31,5.454545455,0.666666667,12.5,0.0,38.6,15.5,0.0,0.012,0.012,0.00,19.38,5.46,2.28,0.000,NA,NA,NA,1
7/7/2024,,14.6,14.6,14.6,DavidAU/Llama3-Little-LLM-Of-Horror_N_Fiction-14.6B,https://huggingface.co/DavidAU/Llama3-Little-LLM-Of-Horror_N_Fiction-14.6B-GGUF,13.30,3.636363636,0.684588411,5.0,2.7,29.6,22.6,6.7,0.059,0.086,0.00,9.19,8.84,1.24,0.160,2.20,0.26,0.63,0
6/25/2024,,8,8.0,8.0,UCLA-AGI/Llama-3-Instruct-8B-SPPO-Iter3,https://huggingface.co/UCLA-AGI/Llama-3-Instruct-8B-SPPO-Iter3,13.24,2.727272727,0.742107266,5.0,15.3,8.1,37.8,0.0,0.097,0.160,0.05,8.39,9.55,1.66,0.126,2.53,0.21,0.88,0
7/18/2023,,70,70.0,70.0,meta-llama/Llama-2-70b-chat-hf,https://huggingface.co/meta-llama/Llama-2-70b-chat-hf,13.12,0,1.222222222,26.7,5.0,4.7,14.9,14.3,0.147,0.213,0.00,7.29,7.65,1.66,0.047,2.13,-0.27,0.71,1
5/5/2024,8/15/2024,8,8.0,8.0,nbeerbower/llama-3-gutenberg-8B,https://huggingface.co/nbeerbower/llama-3-gutenberg-8B,12.49,0.909090909,1.030863436,30.8,10.3,0.0,13.0,8.3,0.107,0.107,0.10,10.26,9.21,1.50,0.000,2.20,NA,0.00,0
5/24/2024,,,NA,NA,Gemini 1.5 Pro,,12.23,0,1.544444444,0.0,22.9,3.5,18.1,16.7,0.577,0.405,0.50,5.79,7.40,2.13,0.139,2.33,0.20,0.77,0
3/4/2024,,20,20.0,20.0,seb-c/Psydestroyer-20B,https://huggingface.co/seb-c/Psydestroyer-20B,12.05,4.909090909,0.517921745,5.0,0.4,30.0,21.9,3.0,0.066,0.053,0.05,4.93,6.55,2.15,0.000,NA,NA,NA,0
6/4/2024,,7,7.0,7.0,Qwen/Qwen2-7B-Instruct,https://huggingface.co/Qwen/Qwen2-7B-Instruct,11.48,2.727272727,0.555555556,15.0,0.0,8.1,26.0,8.3,0.099,0.078,0.10,9.91,11.56,1.75,0.074,2.13,0.17,0.25,1
8/24/2024,8/25/2024,2,2.0,2.0,cognitivecomputations/dolphin-2.9.4-gemma2-2b,https://huggingface.co/cognitivecomputations/dolphin-2.9.4-gemma2-2b,10.98,2.045454545,0.675173626,18.3,0.0,18.8,17.8,0.0,0.029,0.063,0.00,10.58,11.33,1.17,0.102,2.53,0.07,1.07,0
5/26/2024,,3.8,3.8,3.8,failspy/Phi-3-mini-128k-instruct-abliterated-v3,https://huggingface.co/failspy/Phi-3-mini-128k-instruct-abliterated-v3,10.84,3.181818182,0.344585908,0.0,10.0,14.1,30.2,0.0,0.051,0.101,0.00,8.12,8.84,1.48,0.000,NA,NA,NA,0
6/25/2024,,9,9.0,9.0,google/gemma-2-9b-it,https://huggingface.co/google/gemma-2-9b-it,10.82,0,0.5,25.0,10.0,2.5,13.6,3.0,0.139,0.194,0.05,6.13,9.02,1.64,0.101,2.33,0.00,1.02,1
6/3/2024,7/25/2024,1.5,1.5,1.5,Qwen/Qwen2-1.5B-Instruct,https://huggingface.co/Qwen/Qwen2-1.5B-Instruct,10.20,1.818181818,0.558524901,20.0,0.0,9.8,12.9,8.3,0.070,0.070,0.00,11.51,8.26,1.57,0.000,NA,NA,NA,1
7/1/2024,7/24/2024,3.8,3.8,3.8,microsoft/Phi-3.1-mini-4k-instruct,https://huggingface.co/microsoft/Phi-3-mini-4k-instruct,8.99,0.909090909,0.772408813,15.0,6.4,16.3,7.3,0.0,0.025,0.041,0.00,10.26,12.40,0.81,0.000,NA,NA,NA,1
6/3/2024,7/25/2024,0.5,0.5,0.5,Qwen/Qwen2-0.5B-Instruct,https://huggingface.co/Qwen/Qwen2-0.5B-Instruct,8.87,3.636363636,0.002969345,0.0,0.0,20.0,24.4,0.0,0.009,0.030,0.00,13.63,11.28,1.89,0.031,3.40,0.08,2.42,1
1/13/2024,,7,7.0,7.0,SanjiWatsuki/Kunoichi-DPO-v2-7B,https://huggingface.co/SanjiWatsuki/Kunoichi-DPO-v2-7B,8.48,1.818181818,0.475307881,10.0,0.0,6.3,20.2,6.0,0.111,0.111,0.05,6.53,9.36,1.47,0.000,NA,NA,NA,0
5/22/2024,7/31/2024,7,7.0,7.0,mistralai/Mistral-7B-Instruct-v0.3,https://huggingface.co/mistralai/Mistral-7B-Instruct-v0.3,8.30,0,1.1734773,10.0,1.5,6.8,11.9,11.3,0.116,0.112,0.10,10.78,8.55,1.82,0.073,2.47,-0.05,0.96,1
5/27/2024,,3.8,3.8,3.8,failspy/Phi-3-mini-4k-geminified,https://huggingface.co/failspy/Phi-3-mini-4k-geminified,7.79,0,0.344585908,5.0,15.0,0.0,12.3,6.7,0.104,0.129,0.05,7.13,9.21,1.82,0.000,NA,NA,NA,0
7/31/2024,8/2/2024,2,2.0,2.0,IlyaGusev/gemma-2-2b-it-abliterated,https://huggingface.co/IlyaGusev/gemma-2-2b-it-abliterated,7.68,2.5,0.697530103,0.0,0.0,13.3,16.8,8.3,0.064,0.070,0.00,8.37,9.64,1.75,0.032,2.60,-0.23,0.81,0
2/29/2024,,,NA,NA,claude-3-opus-20240229,,7.56,0,0,0.0,5.9,17.0,15.0,0.0,0.649,0.385,0.80,7.97,9.06,2.03,0.679,1.60,0.73,0.79,0
8/20/2024,8/21/2024,3.8,3.8,3.8,microsoft/Phi-3.5-mini-instruct,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,7.39,1.363636364,0.475645738,5.0,0.0,3.6,21.7,6.7,0.049,0.027,0.05,10.27,11.79,0.78,0.019,2.07,-0.54,0.68,1
7/16/2024,8/2/2024,2,2.0,2.0,google/gemma-2-2b-it,https://huggingface.co/google/gemma-2-2b-it,4.41,0,0.555555556,0.0,0.0,1.1,12.6,8.3,0.115,0.114,0.05,5.82,8.19,1.92,0.044,2.60,-0.17,0.97,1
2/21/2024,7/24/2024,7,7.0,7.0,google/gemma-7b-it,https://huggingface.co/google/gemma-7b-it,2.30,0,0,5.0,0.8,0.0,5.7,0.0,0.018,0.018,0.00,15.06,10.13,0.84,0.000,NA,NA,NA,1
